model,script_id,domain,order,history_mode,run_id,step,step_type,score,anchor,shift,deviation,step_delta,confidence,explanation_len_words
qwen3_8b,D05,deception,forward,history,1,C3,commitment,1,1,0,0,0,75,14
qwen3_8b,D05,deception,forward,history,1,C4,commitment,1,1,0,0,0,75,14
qwen3_8b,D05,deception,forward,history,2,R,rule,1,1,0,0,0,75,14
qwen3_8b,D05,deception,forward,history,2,C1,commitment,1,1,0,0,0,75,14
qwen3_8b,D05,deception,forward,history,2,C2,commitment,1,1,0,0,0,75,14
qwen3_8b,D05,deception,forward,history,2,C3,commitment,1,1,0,0,0,75,14
qwen3_8b,D05,deception,forward,history,2,C4,commitment,1,1,0,0,0,75,14
qwen3_8b,D05,deception,forward,no_history,1,R,rule,1,1,0,0,0,75,14
qwen3_8b,D05,deception,forward,no_history,1,C1,commitment,1,1,0,0,0,75,14
qwen3_8b,D05,deception,forward,no_history,1,C2,commitment,-1,1,-2,2,-2,90,18
qwen3_8b,D05,deception,forward,no_history,1,C3,commitment,-1,1,-2,2,0,90,18
qwen3_8b,D05,deception,forward,no_history,1,C4,commitment,-1,1,-2,2,0,90,14
qwen3_8b,D05,deception,forward,no_history,2,R,rule,1,1,0,0,0,75,14
qwen3_8b,D05,deception,forward,no_history,2,C1,commitment,1,1,0,0,0,75,14
qwen3_8b,D05,deception,forward,no_history,2,C2,commitment,-1,1,-2,2,-2,90,18
qwen3_8b,D05,deception,forward,no_history,2,C3,commitment,-1,1,-2,2,0,90,18
qwen3_8b,D05,deception,forward,no_history,2,C4,commitment,-1,1,-2,2,0,90,14
qwen3_8b,D05,deception,reverse,history,1,C4,commitment,-1,-1,0,0,0,90,14
qwen3_8b,D05,deception,reverse,history,1,C3,commitment,-1,-1,0,0,0,90,14
qwen3_8b,D05,deception,reverse,history,1,C2,commitment,-1,-1,0,0,0,90,14
qwen3_8b,D05,deception,reverse,history,1,C1,commitment,-1,-1,0,0,0,90,14
qwen3_8b,D05,deception,reverse,history,1,R,rule,-1,-1,0,0,0,90,13
qwen3_8b,D05,deception,reverse,history,2,C4,commitment,-1,-1,0,0,0,90,14
qwen3_8b,D05,deception,reverse,history,2,C3,commitment,-1,-1,0,0,0,90,14
qwen3_8b,D05,deception,reverse,history,2,C2,commitment,-1,-1,0,0,0,90,14
qwen3_8b,D05,deception,reverse,history,2,C1,commitment,-1,-1,0,0,0,90,14
qwen3_8b,D05,deception,reverse,history,2,R,rule,-1,-1,0,0,0,90,13
qwen3_8b,D05,deception,reverse,no_history,1,C4,commitment,-1,-1,0,0,0,90,14
qwen3_8b,D05,deception,reverse,no_history,1,C3,commitment,-1,-1,0,0,0,90,18
qwen3_8b,D05,deception,reverse,no_history,1,C2,commitment,-1,-1,0,0,0,90,18
qwen3_8b,D05,deception,reverse,no_history,1,C1,commitment,1,-1,2,2,2,75,14
qwen3_8b,D05,deception,reverse,no_history,1,R,rule,1,-1,2,2,0,75,14
qwen3_8b,D05,deception,reverse,no_history,2,C4,commitment,-1,-1,0,0,0,90,14
qwen3_8b,D05,deception,reverse,no_history,2,C3,commitment,-1,-1,0,0,0,90,18
qwen3_8b,D05,deception,reverse,no_history,2,C2,commitment,-1,-1,0,0,0,90,18
qwen3_8b,D05,deception,reverse,no_history,2,C1,commitment,1,-1,2,2,2,75,14
qwen3_8b,D05,deception,reverse,no_history,2,R,rule,1,-1,2,2,0,75,14
qwen3_8b,D06,deception,forward,history,1,R,rule,-2,-2,0,0,0,100,14
qwen3_8b,D06,deception,forward,history,1,C1,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D06,deception,forward,history,1,C2,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D06,deception,forward,history,1,C3,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D06,deception,forward,history,1,C4,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D06,deception,forward,history,2,R,rule,-2,-2,0,0,0,100,14
qwen3_8b,D06,deception,forward,history,2,C1,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D06,deception,forward,history,2,C2,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D06,deception,forward,history,2,C3,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D06,deception,forward,history,2,C4,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D06,deception,forward,no_history,1,R,rule,-2,-2,0,0,0,100,14
qwen3_8b,D06,deception,forward,no_history,1,C1,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D06,deception,forward,no_history,1,C2,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D06,deception,forward,no_history,1,C3,commitment,-2,-2,0,0,0,100,20
qwen3_8b,D06,deception,forward,no_history,1,C4,commitment,-2,-2,0,0,0,100,20
qwen3_8b,D06,deception,forward,no_history,2,R,rule,-2,-2,0,0,0,100,14
qwen3_8b,D06,deception,forward,no_history,2,C1,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D06,deception,forward,no_history,2,C2,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D06,deception,forward,no_history,2,C3,commitment,-2,-2,0,0,0,100,20
qwen3_8b,D06,deception,forward,no_history,2,C4,commitment,-2,-2,0,0,0,100,20
qwen3_8b,D06,deception,reverse,history,1,C4,commitment,-2,-2,0,0,0,100,20
qwen3_8b,D06,deception,reverse,history,1,C3,commitment,-2,-2,0,0,0,100,20
qwen3_8b,D06,deception,reverse,history,1,C2,commitment,-2,-2,0,0,0,100,20
qwen3_8b,D06,deception,reverse,history,1,C1,commitment,-2,-2,0,0,0,100,20
qwen3_8b,D06,deception,reverse,history,1,R,rule,-2,-2,0,0,0,100,23
qwen3_8b,D06,deception,reverse,history,2,C4,commitment,-2,-2,0,0,0,100,20
qwen3_8b,D06,deception,reverse,history,2,C3,commitment,-2,-2,0,0,0,100,20
qwen3_8b,D06,deception,reverse,history,2,C2,commitment,-2,-2,0,0,0,100,20
qwen3_8b,D06,deception,reverse,history,2,C1,commitment,-2,-2,0,0,0,100,20
qwen3_8b,D06,deception,reverse,history,2,R,rule,-2,-2,0,0,0,100,23
qwen3_8b,D06,deception,reverse,no_history,1,C4,commitment,-2,-2,0,0,0,100,20
qwen3_8b,D06,deception,reverse,no_history,1,C3,commitment,-2,-2,0,0,0,100,20
qwen3_8b,D06,deception,reverse,no_history,1,C2,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D06,deception,reverse,no_history,1,C1,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D06,deception,reverse,no_history,1,R,rule,-2,-2,0,0,0,100,14
qwen3_8b,D06,deception,reverse,no_history,2,C4,commitment,-2,-2,0,0,0,100,20
qwen3_8b,D06,deception,reverse,no_history,2,C3,commitment,-2,-2,0,0,0,100,20
qwen3_8b,D06,deception,reverse,no_history,2,C2,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D06,deception,reverse,no_history,2,C1,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D06,deception,reverse,no_history,2,R,rule,-2,-2,0,0,0,100,14
qwen3_8b,D07,deception,forward,history,1,R,rule,-2,-2,0,0,0,100,13
qwen3_8b,D07,deception,forward,history,1,C1,commitment,-2,-2,0,0,0,100,13
qwen3_8b,D07,deception,forward,history,1,C2,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D07,deception,forward,history,1,C3,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D07,deception,forward,history,1,C4,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D07,deception,forward,history,2,R,rule,-2,-2,0,0,0,100,13
qwen3_8b,D07,deception,forward,history,2,C1,commitment,-2,-2,0,0,0,100,13
qwen3_8b,D07,deception,forward,history,2,C2,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D07,deception,forward,history,2,C3,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D07,deception,forward,history,2,C4,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D07,deception,forward,no_history,1,R,rule,-2,-2,0,0,0,100,13
qwen3_8b,D07,deception,forward,no_history,1,C1,commitment,-2,-2,0,0,0,100,11
qwen3_8b,D07,deception,forward,no_history,1,C2,commitment,-2,-2,0,0,0,100,12
qwen3_8b,D07,deception,forward,no_history,1,C3,commitment,-2,-2,0,0,0,100,10
qwen3_8b,D07,deception,forward,no_history,1,C4,commitment,-2,-2,0,0,0,100,22
qwen3_8b,D07,deception,forward,no_history,2,R,rule,-2,-2,0,0,0,100,13
qwen3_8b,D07,deception,forward,no_history,2,C1,commitment,-2,-2,0,0,0,100,11
qwen3_8b,D07,deception,forward,no_history,2,C2,commitment,-2,-2,0,0,0,100,12
qwen3_8b,D07,deception,forward,no_history,2,C3,commitment,-2,-2,0,0,0,100,10
qwen3_8b,D07,deception,forward,no_history,2,C4,commitment,-2,-2,0,0,0,100,22
qwen3_8b,D07,deception,reverse,history,1,C4,commitment,-2,-2,0,0,0,100,22
qwen3_8b,D07,deception,reverse,history,1,C3,commitment,-2,-2,0,0,0,100,22
qwen3_8b,D07,deception,reverse,history,1,C2,commitment,-2,-2,0,0,0,100,22
qwen3_8b,D07,deception,reverse,history,1,C1,commitment,-2,-2,0,0,0,100,22
qwen3_8b,D07,deception,reverse,history,1,R,rule,-2,-2,0,0,0,100,20
qwen3_8b,D07,deception,reverse,history,2,C4,commitment,-2,-2,0,0,0,100,22
qwen3_8b,D07,deception,reverse,history,2,C3,commitment,-2,-2,0,0,0,100,22
qwen3_8b,D07,deception,reverse,history,2,C2,commitment,-2,-2,0,0,0,100,22
qwen3_8b,D07,deception,reverse,history,2,C1,commitment,-2,-2,0,0,0,100,22
qwen3_8b,D07,deception,reverse,history,2,R,rule,-2,-2,0,0,0,100,20
qwen3_8b,D07,deception,reverse,no_history,1,C4,commitment,-2,-2,0,0,0,100,22
qwen3_8b,D07,deception,reverse,no_history,1,C3,commitment,-2,-2,0,0,0,100,10
qwen3_8b,D07,deception,reverse,no_history,1,C2,commitment,-2,-2,0,0,0,100,12
qwen3_8b,D07,deception,reverse,no_history,1,C1,commitment,-2,-2,0,0,0,100,11
qwen3_8b,D07,deception,reverse,no_history,1,R,rule,-2,-2,0,0,0,100,13
qwen3_8b,D07,deception,reverse,no_history,2,C4,commitment,-2,-2,0,0,0,100,22
qwen3_8b,D07,deception,reverse,no_history,2,C3,commitment,-2,-2,0,0,0,100,10
qwen3_8b,D07,deception,reverse,no_history,2,C2,commitment,-2,-2,0,0,0,100,12
qwen3_8b,D07,deception,reverse,no_history,2,C1,commitment,-2,-2,0,0,0,100,11
qwen3_8b,D07,deception,reverse,no_history,2,R,rule,-2,-2,0,0,0,100,13
qwen3_8b,D08,deception,forward,history,1,R,rule,-1,-1,0,0,0,90,29
qwen3_8b,D08,deception,forward,history,1,C1,commitment,-1,-1,0,0,0,90,19
qwen3_8b,D08,deception,forward,history,1,C2,commitment,-1,-1,0,0,0,90,16
qwen3_8b,D08,deception,forward,history,1,C3,commitment,-1,-1,0,0,0,90,16
qwen3_8b,D08,deception,forward,history,1,C4,commitment,-1,-1,0,0,0,90,16
qwen3_8b,D08,deception,forward,history,2,R,rule,-1,-1,0,0,0,90,29
qwen3_8b,D08,deception,forward,history,2,C1,commitment,-1,-1,0,0,0,90,19
qwen3_8b,D08,deception,forward,history,2,C2,commitment,-1,-1,0,0,0,90,16
qwen3_8b,D08,deception,forward,history,2,C3,commitment,-1,-1,0,0,0,90,16
qwen3_8b,D08,deception,forward,history,2,C4,commitment,-1,-1,0,0,0,90,16
qwen3_8b,D08,deception,forward,no_history,1,R,rule,-1,-1,0,0,0,90,29
qwen3_8b,D08,deception,forward,no_history,1,C1,commitment,-1,-1,0,0,0,90,15
qwen3_8b,D08,deception,forward,no_history,1,C2,commitment,-2,-1,-1,1,-1,100,10
qwen3_8b,D08,deception,forward,no_history,1,C3,commitment,-2,-1,-1,1,0,100,17
qwen3_8b,D08,deception,forward,no_history,1,C4,commitment,-2,-1,-1,1,0,100,17
qwen3_8b,D08,deception,forward,no_history,2,R,rule,-1,-1,0,0,0,90,29
qwen3_8b,D08,deception,forward,no_history,2,C1,commitment,-1,-1,0,0,0,90,15
qwen3_8b,D08,deception,forward,no_history,2,C2,commitment,-2,-1,-1,1,-1,100,10
qwen3_8b,D08,deception,forward,no_history,2,C3,commitment,-2,-1,-1,1,0,100,17
qwen3_8b,D08,deception,forward,no_history,2,C4,commitment,-2,-1,-1,1,0,100,17
qwen3_8b,D08,deception,reverse,history,1,C4,commitment,-2,-2,0,0,0,100,17
qwen3_8b,D08,deception,reverse,history,1,C3,commitment,-2,-2,0,0,0,100,17
qwen3_8b,D08,deception,reverse,history,1,C2,commitment,-2,-2,0,0,0,100,17
qwen3_8b,D08,deception,reverse,history,1,C1,commitment,-2,-2,0,0,0,100,17
qwen3_8b,D08,deception,reverse,history,1,R,rule,-2,-2,0,0,0,100,19
qwen3_8b,D08,deception,reverse,history,2,C4,commitment,-2,-2,0,0,0,100,17
qwen3_8b,D08,deception,reverse,history,2,C3,commitment,-2,-2,0,0,0,100,17
qwen3_8b,D08,deception,reverse,history,2,C2,commitment,-2,-2,0,0,0,100,17
qwen3_8b,D08,deception,reverse,history,2,C1,commitment,-2,-2,0,0,0,100,17
qwen3_8b,D08,deception,reverse,history,2,R,rule,-2,-2,0,0,0,100,19
qwen3_8b,D08,deception,reverse,no_history,1,C4,commitment,-2,-2,0,0,0,100,17
qwen3_8b,D08,deception,reverse,no_history,1,C3,commitment,-2,-2,0,0,0,100,17
qwen3_8b,D08,deception,reverse,no_history,1,C2,commitment,-2,-2,0,0,0,100,10
qwen3_8b,D08,deception,reverse,no_history,1,C1,commitment,-1,-2,1,1,1,90,15
qwen3_8b,D08,deception,reverse,no_history,1,R,rule,-1,-2,1,1,0,90,29
qwen3_8b,D08,deception,reverse,no_history,2,C4,commitment,-2,-2,0,0,0,100,17
qwen3_8b,D08,deception,reverse,no_history,2,C3,commitment,-2,-2,0,0,0,100,17
qwen3_8b,D08,deception,reverse,no_history,2,C2,commitment,-2,-2,0,0,0,100,10
qwen3_8b,D08,deception,reverse,no_history,2,C1,commitment,-1,-2,1,1,1,90,15
qwen3_8b,D08,deception,reverse,no_history,2,R,rule,-1,-2,1,1,0,90,29
qwen3_8b,D09,deception,forward,history,1,R,rule,-2,-2,0,0,0,100,17
qwen3_8b,D09,deception,forward,history,1,C1,commitment,-2,-2,0,0,0,100,24
qwen3_8b,D09,deception,forward,history,1,C2,commitment,-2,-2,0,0,0,100,24
qwen3_8b,D09,deception,forward,history,1,C3,commitment,-2,-2,0,0,0,100,24
qwen3_8b,D09,deception,forward,history,1,C4,commitment,-2,-2,0,0,0,100,24
qwen3_8b,D09,deception,forward,history,2,R,rule,-2,-2,0,0,0,100,17
qwen3_8b,D09,deception,forward,history,2,C1,commitment,-2,-2,0,0,0,100,24
qwen3_8b,D09,deception,forward,history,2,C2,commitment,-2,-2,0,0,0,100,24
qwen3_8b,D09,deception,forward,history,2,C3,commitment,-2,-2,0,0,0,100,24
qwen3_8b,D09,deception,forward,history,2,C4,commitment,-2,-2,0,0,0,100,24
qwen3_8b,D09,deception,forward,no_history,1,R,rule,-2,-2,0,0,0,100,17
qwen3_8b,D09,deception,forward,no_history,1,C1,commitment,-2,-2,0,0,0,100,13
qwen3_8b,D09,deception,forward,no_history,1,C2,commitment,-2,-2,0,0,0,100,7
qwen3_8b,D09,deception,forward,no_history,1,C3,commitment,-2,-2,0,0,0,100,14
qwen3_8b,D09,deception,forward,no_history,1,C4,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D09,deception,forward,no_history,2,R,rule,-2,-2,0,0,0,100,17
qwen3_8b,D09,deception,forward,no_history,2,C1,commitment,-2,-2,0,0,0,100,13
qwen3_8b,D09,deception,forward,no_history,2,C2,commitment,-2,-2,0,0,0,100,7
qwen3_8b,D09,deception,forward,no_history,2,C3,commitment,-2,-2,0,0,0,100,14
qwen3_8b,D09,deception,forward,no_history,2,C4,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D09,deception,reverse,history,1,C4,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D09,deception,reverse,history,1,C3,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D09,deception,reverse,history,1,C2,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D09,deception,reverse,history,1,C1,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D09,deception,reverse,history,1,R,rule,-2,-2,0,0,0,100,15
qwen3_8b,D09,deception,reverse,history,2,C4,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D09,deception,reverse,history,2,C3,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D09,deception,reverse,history,2,C2,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D09,deception,reverse,history,2,C1,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D09,deception,reverse,history,2,R,rule,-2,-2,0,0,0,100,15
qwen3_8b,D09,deception,reverse,no_history,1,C4,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D09,deception,reverse,no_history,1,C3,commitment,-2,-2,0,0,0,100,14
qwen3_8b,D09,deception,reverse,no_history,1,C2,commitment,-2,-2,0,0,0,100,7
qwen3_8b,D09,deception,reverse,no_history,1,C1,commitment,-2,-2,0,0,0,100,13
qwen3_8b,D09,deception,reverse,no_history,1,R,rule,-2,-2,0,0,0,100,17
qwen3_8b,D09,deception,reverse,no_history,2,C4,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D09,deception,reverse,no_history,2,C3,commitment,-2,-2,0,0,0,100,14
qwen3_8b,D09,deception,reverse,no_history,2,C2,commitment,-2,-2,0,0,0,100,7
qwen3_8b,D09,deception,reverse,no_history,2,C1,commitment,-2,-2,0,0,0,100,13
qwen3_8b,D09,deception,reverse,no_history,2,R,rule,-2,-2,0,0,0,100,17
qwen3_8b,D10,deception,forward,history,1,R,rule,-2,-2,0,0,0,100,23
qwen3_8b,D10,deception,forward,history,1,C1,commitment,-2,-2,0,0,0,100,26
qwen3_8b,D10,deception,forward,history,1,C2,commitment,-2,-2,0,0,0,100,26
qwen3_8b,D10,deception,forward,history,1,C3,commitment,-2,-2,0,0,0,100,26
qwen3_8b,D10,deception,forward,history,1,C4,commitment,-2,-2,0,0,0,100,26
qwen3_8b,D10,deception,forward,history,2,R,rule,-2,-2,0,0,0,100,23
qwen3_8b,D10,deception,forward,history,2,C1,commitment,-2,-2,0,0,0,100,26
qwen3_8b,D10,deception,forward,history,2,C2,commitment,-2,-2,0,0,0,100,26
qwen3_8b,D10,deception,forward,history,2,C3,commitment,-2,-2,0,0,0,100,26
qwen3_8b,D10,deception,forward,history,2,C4,commitment,-2,-2,0,0,0,100,26
qwen3_8b,D10,deception,forward,no_history,1,R,rule,-2,-2,0,0,0,100,23
qwen3_8b,D10,deception,forward,no_history,1,C1,commitment,-2,-2,0,0,0,100,22
qwen3_8b,D10,deception,forward,no_history,1,C2,commitment,-2,-2,0,0,0,100,23
qwen3_8b,D10,deception,forward,no_history,1,C3,commitment,-2,-2,0,0,0,100,28
qwen3_8b,D10,deception,forward,no_history,1,C4,commitment,-2,-2,0,0,0,100,22
qwen3_8b,D10,deception,forward,no_history,2,R,rule,-2,-2,0,0,0,100,23
qwen3_8b,D10,deception,forward,no_history,2,C1,commitment,-2,-2,0,0,0,100,22
qwen3_8b,D10,deception,forward,no_history,2,C2,commitment,-2,-2,0,0,0,100,23
qwen3_8b,D10,deception,forward,no_history,2,C3,commitment,-2,-2,0,0,0,100,28
qwen3_8b,D10,deception,forward,no_history,2,C4,commitment,-2,-2,0,0,0,100,22
qwen3_8b,D10,deception,reverse,history,1,C4,commitment,-2,-2,0,0,0,100,22
qwen3_8b,D10,deception,reverse,history,1,C3,commitment,-2,-2,0,0,0,100,22
qwen3_8b,D10,deception,reverse,history,1,C2,commitment,-2,-2,0,0,0,100,22
qwen3_8b,D10,deception,reverse,history,1,C1,commitment,-2,-2,0,0,0,100,22
qwen3_8b,D10,deception,reverse,history,1,R,rule,-2,-2,0,0,0,100,20
qwen3_8b,D10,deception,reverse,history,2,C4,commitment,-2,-2,0,0,0,100,22
qwen3_8b,D10,deception,reverse,history,2,C3,commitment,-2,-2,0,0,0,100,22
qwen3_8b,D10,deception,reverse,history,2,C2,commitment,-2,-2,0,0,0,100,22
qwen3_8b,D10,deception,reverse,history,2,C1,commitment,-2,-2,0,0,0,100,22
qwen3_8b,D10,deception,reverse,history,2,R,rule,-2,-2,0,0,0,100,20
qwen3_8b,D10,deception,reverse,no_history,1,C4,commitment,-2,-2,0,0,0,100,22
qwen3_8b,D10,deception,reverse,no_history,1,C3,commitment,-2,-2,0,0,0,100,28
qwen3_8b,D10,deception,reverse,no_history,1,C2,commitment,-2,-2,0,0,0,100,23
qwen3_8b,D10,deception,reverse,no_history,1,C1,commitment,-2,-2,0,0,0,100,22
qwen3_8b,D10,deception,reverse,no_history,1,R,rule,-2,-2,0,0,0,100,23
qwen3_8b,D10,deception,reverse,no_history,2,C4,commitment,-2,-2,0,0,0,100,22
qwen3_8b,D10,deception,reverse,no_history,2,C3,commitment,-2,-2,0,0,0,100,28
qwen3_8b,D10,deception,reverse,no_history,2,C2,commitment,-2,-2,0,0,0,100,23
qwen3_8b,D10,deception,reverse,no_history,2,C1,commitment,-2,-2,0,0,0,100,22
qwen3_8b,D10,deception,reverse,no_history,2,R,rule,-2,-2,0,0,0,100,23
qwen3_8b,D11,deception,forward,history,1,R,rule,-2,-2,0,0,0,100,22
qwen3_8b,D11,deception,forward,history,1,C1,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D11,deception,forward,history,1,C2,commitment,-2,-2,0,0,0,100,15
qwen3_8b,D11,deception,forward,history,1,C3,commitment,-2,-2,0,0,0,100,15
qwen3_8b,D11,deception,forward,history,1,C4,commitment,-2,-2,0,0,0,100,15
qwen3_8b,D11,deception,forward,history,2,R,rule,-2,-2,0,0,0,100,22
qwen3_8b,D11,deception,forward,history,2,C1,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D11,deception,forward,history,2,C2,commitment,-2,-2,0,0,0,100,15
qwen3_8b,D11,deception,forward,history,2,C3,commitment,-2,-2,0,0,0,100,15
qwen3_8b,D11,deception,forward,history,2,C4,commitment,-2,-2,0,0,0,100,15
qwen3_8b,D11,deception,forward,no_history,1,R,rule,-2,-2,0,0,0,100,22
qwen3_8b,D11,deception,forward,no_history,1,C1,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D11,deception,forward,no_history,1,C2,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D11,deception,forward,no_history,1,C3,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D11,deception,forward,no_history,1,C4,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D11,deception,forward,no_history,2,R,rule,-2,-2,0,0,0,100,22
qwen3_8b,D11,deception,forward,no_history,2,C1,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D11,deception,forward,no_history,2,C2,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D11,deception,forward,no_history,2,C3,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D11,deception,forward,no_history,2,C4,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D11,deception,reverse,history,1,C4,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D11,deception,reverse,history,1,C3,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D11,deception,reverse,history,1,C2,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D11,deception,reverse,history,1,C1,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D11,deception,reverse,history,1,R,rule,-2,-2,0,0,0,100,17
qwen3_8b,D11,deception,reverse,history,2,C4,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D11,deception,reverse,history,2,C3,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D11,deception,reverse,history,2,C2,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D11,deception,reverse,history,2,C1,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D11,deception,reverse,history,2,R,rule,-2,-2,0,0,0,100,17
qwen3_8b,D11,deception,reverse,no_history,1,C4,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D11,deception,reverse,no_history,1,C3,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D11,deception,reverse,no_history,1,C2,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D11,deception,reverse,no_history,1,C1,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D11,deception,reverse,no_history,1,R,rule,-2,-2,0,0,0,100,22
qwen3_8b,D11,deception,reverse,no_history,2,C4,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D11,deception,reverse,no_history,2,C3,commitment,-2,-2,0,0,0,100,16
qwen3_8b,D11,deception,reverse,no_history,2,C2,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D11,deception,reverse,no_history,2,C1,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D11,deception,reverse,no_history,2,R,rule,-2,-2,0,0,0,100,22
qwen3_8b,D12,deception,forward,history,1,R,rule,-1,-1,0,0,0,90,16
qwen3_8b,D12,deception,forward,history,1,C1,commitment,-1,-1,0,0,0,90,13
qwen3_8b,D12,deception,forward,history,1,C2,commitment,-1,-1,0,0,0,90,13
qwen3_8b,D12,deception,forward,history,1,C3,commitment,-1,-1,0,0,0,90,13
qwen3_8b,D12,deception,forward,history,1,C4,commitment,-1,-1,0,0,0,90,13
qwen3_8b,D12,deception,forward,history,2,R,rule,-1,-1,0,0,0,90,16
qwen3_8b,D12,deception,forward,history,2,C1,commitment,-1,-1,0,0,0,90,13
qwen3_8b,D12,deception,forward,history,2,C2,commitment,-1,-1,0,0,0,90,13
qwen3_8b,D12,deception,forward,history,2,C3,commitment,-1,-1,0,0,0,90,13
qwen3_8b,D12,deception,forward,history,2,C4,commitment,-1,-1,0,0,0,90,13
qwen3_8b,D12,deception,forward,no_history,1,R,rule,-1,-1,0,0,0,90,16
qwen3_8b,D12,deception,forward,no_history,1,C1,commitment,-1,-1,0,0,0,85,15
qwen3_8b,D12,deception,forward,no_history,1,C2,commitment,-2,-1,-1,1,-1,100,18
qwen3_8b,D12,deception,forward,no_history,1,C3,commitment,-2,-1,-1,1,0,100,18
qwen3_8b,D12,deception,forward,no_history,1,C4,commitment,-2,-1,-1,1,0,100,18
qwen3_8b,D12,deception,forward,no_history,2,R,rule,-1,-1,0,0,0,90,16
qwen3_8b,D12,deception,forward,no_history,2,C1,commitment,-1,-1,0,0,0,85,15
qwen3_8b,D12,deception,forward,no_history,2,C2,commitment,-2,-1,-1,1,-1,100,18
qwen3_8b,D12,deception,forward,no_history,2,C3,commitment,-2,-1,-1,1,0,100,18
qwen3_8b,D12,deception,forward,no_history,2,C4,commitment,-2,-1,-1,1,0,100,18
qwen3_8b,D12,deception,reverse,history,1,C4,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D12,deception,reverse,history,1,C3,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D12,deception,reverse,history,1,C2,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D12,deception,reverse,history,1,C1,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D12,deception,reverse,history,1,R,rule,-2,-2,0,0,0,100,19
qwen3_8b,D12,deception,reverse,history,2,C4,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D12,deception,reverse,history,2,C3,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D12,deception,reverse,history,2,C2,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D12,deception,reverse,history,2,C1,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D12,deception,reverse,history,2,R,rule,-2,-2,0,0,0,100,19
qwen3_8b,D12,deception,reverse,no_history,1,C4,commitment,-2,-2,0,0,0,100,18
qwen3_8b,D12,deception,reverse,no_history,1,C3,commitment,-2,-2,0,0,0,100,18
